,Dist. STATE,Account ID,City,OnOff Premises,Classes of Trade,Siempre Plata,Siempre Reposado,Siempre Anejo,Siempre Supremo,Siempre Rebel Cask,Siempre Exclusivo Vivo,Total Cases,Did Buys,# Purchases,# Months Purchased,Rate of Sale: Units / Month,Ave Unit Price,Cluster
1389,CA,49241,NORTH HOLLYWOOD,ON,HOTEL/ MOTEL,18.0,5.0,6.0,0.0,5.0,0.0,34.0,1,18,10,2.833333333,218.0776471,1.0
1390,CA,29751,REDDING,OFF,WHOLESALE CLUB,18.0,0.0,0.0,0.0,0.0,0.0,18.0,1,3,2,1.5,161.22,2.0
1391,CA,17227,SAUSALITO,OFF,SUPERMARKET,9.0,2.0,0.0,0.0,0.0,0.0,11.0,1,11,11,0.916666667,173.3945455,2.0
1392,CA,17157,BAKERSFIELD,OFF,LIQUOR/PACKAGE STORE,8.333333,0.0,0.0,3.0,0.0,2.0,13.333333,1,2,2,1.111111083,245.9985061,2.0
1393,CA,72373,SAN DIEGO,ON,RESTAURANT,8.0,4.0,2.0,1.0,0.0,0.0,15.0,1,2,1,1.25,177.172,0.0
1394,CA,95892,BURLINGAME,OFF,SUPERMARKET,7.0,5.0,4.666667,0.0,0.0,0.0,16.666667,1,17,11,1.388888917,198.808796,0.0
1395,CA,66475,SAN FRANCISCO,OFF,SUPERMARKET,6.0,3.0,1.0,0.0,0.0,0.0,10.0,1,9,7,0.833333333,188.486,0.0
1396,CA,67207,REDONDO BEACH,OFF,LIQUOR/PACKAGE STORE,5.0,1.0,0.0,1.0,2.0,1.0,10.0,1,10,8,0.833333333,255.048,0.0
1397,CA,94984,SAN ANSELMO,OFF,SUPERMARKET,5.0,3.0,1.0,0.0,0.0,0.0,9.0,1,7,4,0.75,183.3466667,0.0
1398,CA,90900,MARINA DEL REY,OFF,LIQUOR/PACKAGE STORE,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,5,4,0.416666667,172.128,2.0
1399,CA,44174,LAGUNA BEACH,OFF,SUPERMARKET,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1,4,3,0.333333333,161.22,0.0
1400,CA,45708,NORTHRIDGE,OFF,LIQUOR/PACKAGE STORE,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1,4,4,0.333333333,161.22,0.0
1401,CA,81293,VACAVILLE,OFF,SUPERMARKET,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1,4,4,0.333333333,169.62,0.0
1402,CA,50162,GREENBRAE,OFF,SUPERMARKET,4.0,3.0,2.0,0.0,0.0,0.0,9.0,1,9,6,0.75,187.3666667,0.0
1403,CA,32946,NEWHALL,OFF,LIQUOR/PACKAGE STORE,3.999999,3.0,3.0,0.0,0.0,0.0,9.999999,1,1,1,0.83333325,194.6400195,0.0
1404,CA,66484,SAN FRANCISCO,OFF,SUPERMARKET,3.5,2.0,0.0,0.0,0.0,0.0,5.5,1,5,5,0.458333333,177.1690909,1.0
1405,CA,36857,WEST SACRAMENTO,OFF,SUPERMARKET,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,3,3,0.25,169.62,0.0
1406,CA,35512,LOS ANGELES,OFF,LIQUOR/PACKAGE STORE,3.0,1.0,1.0,0.0,1.0,0.0,6.0,1,1,1,0.5,178.74,0.0
1407,CA,59931,OCEANSIDE,OFF,CONVENIENCE/ GAS,3.0,1.0,0.0,0.833333,0.0,0.0,4.833333,1,1,1,0.40277775,215.1641528,0.0
1408,CA,13598,SAN JUAN CAPISTRANO,ON,RECREATION/ ENTERTAINMENT,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,3,3,0.25,182.16,2.0
1409,CA,99096,STUDIO CITY,OFF,SMALL GROCERY STORE,3.0,2.0,1.0,0.0,0.0,0.0,6.0,1,1,1,0.5,163.57,0.0
1410,CA,65031,SAN FRANCISCO,OFF,SMALL GROCERY STORE,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1,4,3,0.333333333,174.81,0.0
1411,CA,43312,BEVERLY HILLS,OFF,SUPERMARKET,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,3,3,0.25,161.22,2.0
1412,CA,46016,SAN GABRIEL,OFF,LIQUOR/PACKAGE STORE,3.0,3.0,19.0,0.0,0.0,0.0,25.0,1,10,8,2.083333333,214.568,0.0
1413,CA,79216,SAN DIEGO,OFF,SMALL GROCERY STORE,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1,4,4,0.333333333,195.03,0.0
1414,CA,41120,NOVATO,OFF,SUPERMARKET,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,3,3,0.25,169.62,0.0
1415,CA,49417,VALENCIA,OFF,LIQUOR/PACKAGE STORE,3.0,6.0,0.0,0.0,0.0,0.0,9.0,1,8,7,0.75,175.06,2.0
1416,CA,89540,DOWNEY,OFF,LIQUOR/PACKAGE STORE,2.333333,1.666666,0.333333,0.0,0.0,1.0,5.333332,1,2,2,0.444444333,246.6450617,0.0
1417,CA,12459,FRESNO,OFF,LIQUOR/PACKAGE STORE,2.333333,1.0,0.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,172.5900173,2.0
1418,CA,15169,LA JOLLA,OFF,CONVENIENCE/ GAS,2.333333,1.0,0.0,0.0,0.0,1.0,4.333333,1,1,1,0.361111083,257.7923275,0.0
1419,CA,61123,SAN DIEGO,OFF,CONVENIENCE/ GAS,2.333333,1.0,0.0,5.0,6.0,23.5,37.833333,1,6,4,3.15277775,446.1007969,0.0
1420,CA,24176,PALO ALTO,OFF,SUPERMARKET,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,169.62,0.0
1421,CA,73409,SAN JOSE,OFF,LIQUOR/PACKAGE STORE,2.0,1.0,3.0,1.0,2.0,1.0,10.0,1,9,5,0.833333333,271.482,0.0
1422,CA,91336,LONG BEACH,OFF,LIQUOR/PACKAGE STORE,2.0,0.0,2.0,0.0,0.0,0.0,4.0,1,4,3,0.333333333,222.1,0.0
1423,CA,52827,ELK GROVE,OFF,SUPERMARKET,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,169.62,0.0
1424,CA,80731,SAN BRUNO,OFF,SUPERMARKET,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,169.62,0.0
1425,CA,67895,WALNUT CREEK,OFF,SUPERMARKET,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,0.25,176.54,0.0
1426,CA,80179,SAN MATEO,OFF,SUPERMARKET,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,169.62,0.0
1427,CA,31273,DAVIS,OFF,SUPERMARKET,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,169.62,0.0
1428,CA,86158,CHULA VISTA,OFF,CONVENIENCE/ GAS,2.0,2.0,1.0,1.0,0.0,0.0,6.0,1,1,1,0.5,177.31,2.0
1429,CA,16025,MARINA DEL REY,OFF,SUPERMARKET,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,161.22,1.0
1430,CA,29074,SACRAMENTO,OFF,SUPERMARKET,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,169.62,0.0
1431,CA,90378,WEST HOLLYWOOD,OFF,SUPERMARKET,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,161.22,2.0
1432,CA,62711,SANTA CRUZ,ON,BAR/TAVERN,1.666669,3.166669,1.000002,0.0,0.0,0.0,5.83334,1,18,9,0.486111667,228.8260242,0.0
1433,CA,31701,LOS ANGELES,ON,RESTAURANT,1.666667,0.0,0.0,0.0,0.0,0.0,1.666667,1,4,4,0.138888917,193.2959613,0.0
1434,CA,65719,SAN JOSE,OFF,LIQUOR/PACKAGE STORE,1.666667,1.666667,1.666667,0.0,0.0,0.0,5.000001,1,3,3,0.41666675,215.4419569,0.0
1435,CA,69998,HUNTINGTON BEACH,ON,RESTAURANT,1.500002,3.000002,1.333335,0.0,0.0,0.0,5.833339,1,15,10,0.486111583,225.9974947,0.0
1436,CA,89052,MODESTO,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,0.0,1.0,4.333333,1,2,2,0.361111083,274.7538673,0.0
1437,CA,56845,WATERFORD,OFF,SMALL GROCERY STORE,1.333333,1.0,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,194.6400195,4.0
1438,CA,50655,GOLETA,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.166667,0.166667,0.166667,3.833334,1,1,1,0.3194445,237.443437,0.0
1439,CA,89520,THOUSAND OAKS,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,194.6400195,0.0
1440,CA,15071,REDDING,OFF,LIQUOR/PACKAGE STORE,1.333333,2.0,0.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,219.0000219,0.0
1441,CA,30652,WOODLAND HILLS,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,40.0,0.0,43.333333,1,2,2,3.611111083,286.3569253,0.0
1442,CA,59717,AZUSA,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,194.6400195,0.0
1443,CA,16185,SANTA BARBARA,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,209.640021,0.0
1444,CA,35870,DOWNEY,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,0.0,0.0,0.0,1.0,3.333333,1,1,1,0.27777775,314.0400314,0.0
1445,CA,35000,MONTEBELLO,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,0.0,1.0,4.333333,1,1,1,0.361111083,286.2923297,0.0
1446,CA,75002,VALLEJO,OFF,LIQUOR/PACKAGE STORE,1.333333,2.0,0.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,178.8360179,0.0
1447,CA,42296,HEMET,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,209.640021,0.0
1448,CA,91376,ALHAMBRA,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,209.640021,0.0
1449,CA,15870,FRESNO,OFF,LIQUOR/PACKAGE STORE,1.333333,2.0,0.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,178.8360179,2.0
1450,CA,69031,CHULA VISTA,OFF,LIQUOR/PACKAGE STORE,1.333333,1.333333,0.333333,0.0,0.0,0.0,2.999999,1,3,3,0.249999917,188.4567295,0.0
1451,CA,85035,REDDING,OFF,CONVENIENCE/ GAS,1.333333,2.0,0.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,219.0000219,0.0
1452,CA,31009,NORTH HOLLYWOOD,OFF,SMALL GROCERY STORE,1.333333,1.0,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,209.640021,0.0
1453,CA,27341,GLENDALE,OFF,LIQUOR/PACKAGE STORE,1.333333,9.0,50.333333,0.0,0.0,0.0,60.666666,1,15,9,5.0555555,204.9946176,1.0
1454,CA,10152,SCOTTS VALLEY,OFF,SUPERMARKET,1.333333,2.0,3.0,0.0,0.0,0.0,6.333333,1,4,4,0.52777775,209.3463268,0.0
1455,CA,27557,SAN DIEGO,OFF,LIQUOR/PACKAGE STORE,1.333333,0.333333,0.333333,0.333333,0.0,0.333333,2.666665,1,3,3,0.222222083,244.3464027,0.0
1456,CA,68801,SAN DIEGO,OFF,LIQUOR/PACKAGE STORE,1.333333,1.0,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,209.640021,0.0
1457,CA,42814,SAN FRANCISCO,ON,RESTAURANT,1.166667,1.0,1.0,0.0,0.0,0.0,3.166667,1,2,2,0.263888917,218.2105033,0.0
1458,CA,91647,LOS ANGELES,OFF,LIQUOR/PACKAGE STORE,1.166667,0.0,0.0,0.0,0.0,0.0,1.166667,1,3,3,0.09722225,209.99994,0.0
1459,CA,64506,GARDENA,OFF,LIQUOR/PACKAGE STORE,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,1,1,0.25,230.2666667,0.0
1460,CA,76956,WOODLAND,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1461,CA,93338,MARTINEZ,OFF,CONVENIENCE/ GAS,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,217.5,0.0
1462,CA,99587,BURBANK,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,161.22,0.0
1463,CA,64995,RIDGECREST,OFF,SMALL GROCERY STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1464,CA,60070,SAN RAFAEL,OFF,SUPERMARKET,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,180.0,0.0
1465,CA,77019,LOS GATOS,OFF,LIQUOR/PACKAGE STORE,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,1,1,0.25,218.6666667,0.0
1466,CA,93559,SAN DIEGO,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,161.22,0.0
1467,CA,95423,CORTE MADERA,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1468,CA,11555,MODESTO,OFF,SUPERMARKET,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,171.6,0.0
1469,CA,10153,LAGUNA BEACH,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,182.16,0.0
1470,CA,22721,SAN DIEGO,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1471,CA,69745,LOS ANGELES,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,182.16,0.0
1472,CA,54952,WOODLAND,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,1.0
1473,CA,58689,LOS ANGELES,OFF,LIQUOR/PACKAGE STORE,1.0,3.0,2.0,0.0,0.0,0.0,6.0,1,1,1,0.5,175.1733333,1.0
1474,CA,38990,ROSEVILLE,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1475,CA,16277,OCEANSIDE,OFF,CONVENIENCE/ GAS,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,1,1,0.25,230.2666667,0.0
1476,CA,85546,TARZANA,ON,RECREATION/ ENTERTAINMENT,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,1,1,0.25,208.7266667,0.0
1477,CA,79480,LOS ANGELES,ON,BAR/TAVERN,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,192.57,0.0
1478,CA,72936,SAN DIEGO,OFF,CONVENIENCE/ GAS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1479,CA,70125,PARAMOUNT,OFF,CONVENIENCE/ GAS,1.0,1.0,1.0,1.0,3.0,2.0,9.0,1,3,3,0.75,327.0888889,0.0
1480,CA,63009,CULVER CITY,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1,3,3,0.25,343.8066667,0.0
1481,CA,35475,VENTURA,OFF,LIQUOR/PACKAGE STORE,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1,2,2,0.583333333,357.2857143,0.0
1482,CA,58266,SIGNAL HILL,OFF,LIQUOR/PACKAGE STORE,1.0,2.0,1.0,0.0,0.0,0.0,4.0,1,2,2,0.333333333,228.95,0.0
1483,CA,69813,ATWATER,OFF,LIQUOR/PACKAGE STORE,1.0,1.333333,1.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,185.4300185,0.0
1484,CA,57038,RIPON,OFF,LIQUOR/PACKAGE STORE,1.0,0.333333,2.0,0.0,0.0,0.0,3.333333,1,1,1,0.27777775,193.8240194,0.0
1485,CA,53129,EL DORADO HILLS,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1486,CA,79197,DAVIS,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1487,CA,10316,PALM DESERT,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,161.22,1.0
1488,CA,31691,SAN DIEGO,OFF,SUPERMARKET,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,1,1,0.25,230.2666667,0.0
1489,CA,76245,SHINGLE SPRINGS,OFF,SUPERMARKET,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,169.62,0.0
1490,CA,90481,SELMA,OFF,LIQUOR/PACKAGE STORE,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,217.5,1.0
1491,CA,13188,SAN FRANCISCO,ON,BAR/TAVERN,1.0,0.333333,0.333333,0.0,0.0,0.333333,1.999999,1,1,1,0.166666583,272.2151361,1.0
1492,CA,11774,SAN DIMAS,OFF,LIQUOR/PACKAGE STORE,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1,2,2,0.166666667,222.1,0.0
1493,CA,43603,SAN DIEGO,OFF,LIQUOR/PACKAGE STORE,1.0,2.0,2.0,0.0,0.0,0.0,5.0,1,4,4,0.416666667,242.728,1.0
1494,CA,94004,SAN DIEGO,ON,RESTAURANT,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1,1,1,0.416666667,276.52,1.0
1495,CA,15093,BERKELEY,ON,BAR/TAVERN,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,1,1,0.25,218.6666667,0.0
1496,CA,49091,SAN FRANCISCO,OFF,LIQUOR/PACKAGE STORE,1.0,1.0,1.0,0.0,0.0,3.0,6.0,1,3,3,0.5,386.0333333,1.0
1497,CA,77431,HANFORD,ON,BAR/TAVERN,0.833334,0.333334,0.166667,0.0,0.0,0.0,1.333335,1,2,2,0.11111125,160.1847998,1.0
1498,CA,91550,LIVERMORE,ON,RESTAURANT,0.666668,0.333334,0.333334,0.0,0.0,0.0,1.333336,1,1,1,0.111111333,194.7446105,0.0
1499,CA,59145,SAN FRANCISCO,OFF,LIQUOR/PACKAGE STORE,0.666667,0.666667,0.666667,0.0,0.0,0.0,2.000001,1,1,1,0.16666675,204.3298978,0.0
1500,CA,31264,DUBLIN,ON,RESTAURANT,0.666667,0.500001,0.166667,0.0,0.0,0.0,1.333335,1,2,2,0.11111125,169.0347887,1.0
1501,CA,85589,HANFORD,ON,RECREATION/ ENTERTAINMENT,0.666667,0.333334,0.166667,0.0,0.166667,0.0,1.333335,1,2,2,0.11111125,176.2647797,0.0
1502,CA,45451,SIMI VALLEY,OFF,LIQUOR/PACKAGE STORE,0.666666,0.666666,0.666666,0.0,0.0,0.0,1.999998,1,2,2,0.1666665,204.8502049,0.0
1503,CA,96854,DOWNEY,OFF,LIQUOR/PACKAGE STORE,0.666666,0.666666,0.666666,0.0,0.0,0.0,1.999998,1,2,1,0.1666665,204.3402043,0.0
1504,CA,46195,PASADENA,ON,RESTAURANT,0.500001,0.333334,0.333334,0.0,0.0,0.0,1.166669,1,2,2,0.097222417,219.1367046,1.0
1505,CA,58365,JOSHUA TREE,OFF,LIQUOR/PACKAGE STORE,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,1,1,0.041666667,210.0,1.0
1506,CA,99954,ROSEMEAD,OFF,LIQUOR/PACKAGE STORE,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1,1,1,0.083333333,217.5,1.0
1507,CA,69273,SANTA MARIA,OFF,SMALL GROCERY STORE,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,1,1,0.041666667,210.0,1.0
1508,CA,69775,LEMOORE,ON,BAR/TAVERN,0.5,4.166667,0.0,0.0,0.0,1.0,5.666667,1,3,2,0.47222225,247.3993972,1.0
1509,CA,31917,RIDGECREST,ON,RESTAURANT,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,2,2,0.041666667,210.0,1.0
1510,CA,69693,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1511,CA,91543,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1512,CA,29355,SOQUEL,ON,BAR/TAVERN,0.333334,0.333333,0.0,0.0,0.0,0.0,0.666667,1,1,1,0.055555583,170.9999145,1.0
1513,CA,47596,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1514,CA,48357,CONCORD,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1515,CA,41410,SALINAS,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1516,CA,41967,SANTA CRUZ,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1517,CA,10315,SAN DIEGO,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.166667,0.0,0.833335,1,1,1,0.069444583,209.3995812,1.0
1518,CA,51617,SAN DIEGO,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,182.2496355,1.0
1519,CA,59024,LIVERMORE,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1520,CA,29441,LOS ANGELES,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1521,CA,54380,LOS ANGELES,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1522,CA,77969,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1523,CA,63210,FALLBROOK,ON,CONCESSIONAIRE,0.333334,0.166667,0.166667,0.166667,0.0,0.0,0.833335,1,1,1,0.069444583,203.3995932,1.0
1524,CA,55507,WEST HOLLYWOOD,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,182.2496355,1.0
1525,CA,10617,CARMEL BY THE SEA,ON,RESTAURANT,0.333334,0.666667,0.0,0.333333,0.0,0.0,1.333334,1,2,2,0.111111167,177.7724111,1.0
1526,CA,13015,SANTA CRUZ,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1527,CA,80889,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.333333,0.0,0.0,0.0,0.0,0.666667,1,1,1,0.055555583,170.9999145,1.0
1528,CA,86227,SAN JOSE,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1529,CA,86359,WALNUT CREEK,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1530,CA,14365,WALNUT CREEK,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1531,CA,53004,BONSALL,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.166667,0.0,0.0,0.833335,1,1,1,0.069444583,203.3995932,1.0
1532,CA,23347,PLEASANTON,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,182.2496355,1.0
1533,CA,57253,BURBANK,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1534,CA,35700,CASTRO VALLEY,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,182.2496355,1.0
1535,CA,93412,PLEASANT HILL,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1536,CA,74389,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1537,CA,98086,MONTEREY,ON,HOTEL/ MOTEL,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1538,CA,35290,ROSEVILLE,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1539,CA,31782,SAN MATEO,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1540,CA,67731,EL DORADO HILLS,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,1.0
1541,CA,35567,EL DORADO HILLS,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,0.0
1542,CA,84665,LIVERMORE,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,194.7446105,0.0
1543,CA,17702,WALNUT CREEK,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,1,1,0.055555667,182.2496355,0.0
1544,CA,48517,SOUTH LAKE TAHOE,ON,BAR/TAVERN,0.333334,0.333333,0.0,0.0,0.0,0.0,0.666667,1,1,1,0.055555583,170.9999145,0.0
1545,CA,20210,WATSONVILLE,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.999999,1,1,1,0.08333325,204.3402043,0.0
1546,CA,38076,MONTEBELLO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.999999,1,1,1,0.08333325,204.3402043,1.0
1547,CA,60517,AZUSA,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.999999,1,1,1,0.08333325,204.3402043,0.0
1548,CA,34621,MONTEBELLO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.999999,1,1,1,0.08333325,204.3402043,0.0
1549,CA,44115,FRESNO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.999999,1,1,1,0.08333325,204.3402043,0.0
1550,CA,93974,DANVILLE,ON,RESTAURANT,0.333333,0.333334,0.0,0.0,0.0,0.0,0.666667,1,1,1,0.055555583,143.3249283,0.0
1551,CA,23459,WATSONVILLE,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.999999,1,1,1,0.08333325,204.3402043,0.0
