Dist. STATE,Account ID,City,OnOff Premises,Classes of Trade,Siempre Plata,Siempre Reposado,Siempre Anejo,Siempre Supremo,Siempre Rebel Cask,Siempre Exclusivo Vivo,Total Cases,Did Buys,# Purchases,# Months Purchased,Rate of Sale: Units / Month,Ave Unit Price
CA,44174,LAGUNA BEACH,OFF,SUPERMARKET,4,0,0,0,0,0,4,1,4,3,0.333333333,161.22
CA,45708,NORTHRIDGE,OFF,LIQUOR/PACKAGE STORE,4,0,0,0,0,0,4,1,4,4,0.333333333,161.22
CA,81293,VACAVILLE,OFF,SUPERMARKET,4,0,0,0,0,0,4,1,4,4,0.333333333,169.62
CA,50162,GREENBRAE,OFF,SUPERMARKET,4,3,2,0,0,0,9,1,9,6,0.75,187.3666667
CA,32946,NEWHALL,OFF,LIQUOR/PACKAGE STORE,3.999999,3,3,0,0,0,9.999999,1,1,1,0.83333325,194.6400195
CA,66484,SAN FRANCISCO,OFF,SUPERMARKET,3.5,2,0,0,0,0,5.5,1,5,5,0.458333333,177.1690909
CA,36857,WEST SACRAMENTO,OFF,SUPERMARKET,3,0,0,0,0,0,3,1,3,3,0.25,169.62
CA,35512,LOS ANGELES,OFF,LIQUOR/PACKAGE STORE,3,1,1,0,1,0,6,1,1,1,0.5,178.74
CA,59931,OCEANSIDE,OFF,CONVENIENCE/ GAS,3,1,0,0.833333,0,0,4.833333,1,1,1,0.40277775,215.1641528
CA,13598,SAN JUAN CAPISTRANO,ON,RECREATION/ ENTERTAINMENT,3,0,0,0,0,0,3,1,3,3,0.25,182.16
CA,99096,STUDIO CITY,OFF,SMALL GROCERY STORE,3,2,1,0,0,0,6,1,1,1,0.5,163.57
CA,65031,SAN FRANCISCO,OFF,SMALL GROCERY STORE,3,1,0,0,0,0,4,1,4,3,0.333333333,174.81
CA,43312,BEVERLY HILLS,OFF,SUPERMARKET,3,0,0,0,0,0,3,1,3,3,0.25,161.22
CA,46016,SAN GABRIEL,OFF,LIQUOR/PACKAGE STORE,3,3,19,0,0,0,25,1,10,8,2.083333333,214.568
CA,79216,SAN DIEGO,OFF,SMALL GROCERY STORE,3,0,1,0,0,0,4,1,4,4,0.333333333,195.03
CA,41120,NOVATO,OFF,SUPERMARKET,3,0,0,0,0,0,3,1,3,3,0.25,169.62
CA,49417,VALENCIA,OFF,LIQUOR/PACKAGE STORE,3,6,0,0,0,0,9,1,8,7,0.75,175.06
CA,89540,DOWNEY,OFF,LIQUOR/PACKAGE STORE,2.333333,1.666666,0.333333,0,0,1,5.333332,1,2,2,0.444444333,246.6450617
CA,12459,FRESNO,OFF,LIQUOR/PACKAGE STORE,2.333333,1,0,0,0,0,3.333333,1,1,1,0.27777775,172.5900173
CA,15169,LA JOLLA,OFF,CONVENIENCE/ GAS,2.333333,1,0,0,0,1,4.333333,1,1,1,0.361111083,257.7923275
CA,61123,SAN DIEGO,OFF,CONVENIENCE/ GAS,2.333333,1,0,5,6,23.5,37.833333,1,6,4,3.15277775,446.1007969
CA,24176,PALO ALTO,OFF,SUPERMARKET,2,0,0,0,0,0,2,1,2,2,0.166666667,169.62
CA,73409,SAN JOSE,OFF,LIQUOR/PACKAGE STORE,2,1,3,1,2,1,10,1,9,5,0.833333333,271.482
CA,91336,LONG BEACH,OFF,LIQUOR/PACKAGE STORE,2,0,2,0,0,0,4,1,4,3,0.333333333,222.1
CA,52827,ELK GROVE,OFF,SUPERMARKET,2,0,0,0,0,0,2,1,2,2,0.166666667,169.62
CA,80731,SAN BRUNO,OFF,SUPERMARKET,2,0,0,0,0,0,2,1,2,2,0.166666667,169.62
CA,67895,WALNUT CREEK,OFF,SUPERMARKET,2,1,0,0,0,0,3,1,1,1,0.25,176.54
CA,80179,SAN MATEO,OFF,SUPERMARKET,2,0,0,0,0,0,2,1,2,2,0.166666667,169.62
CA,31273,DAVIS,OFF,SUPERMARKET,2,0,0,0,0,0,2,1,2,2,0.166666667,169.62
CA,86158,CHULA VISTA,OFF,CONVENIENCE/ GAS,2,2,1,1,0,0,6,1,1,1,0.5,177.31
CA,16025,MARINA DEL REY,OFF,SUPERMARKET,2,0,0,0,0,0,2,1,2,2,0.166666667,161.22
CA,29074,SACRAMENTO,OFF,SUPERMARKET,2,0,0,0,0,0,2,1,2,2,0.166666667,169.62
CA,90378,WEST HOLLYWOOD,OFF,SUPERMARKET,2,0,0,0,0,0,2,1,2,2,0.166666667,161.22
CA,62711,SANTA CRUZ,ON,BAR/TAVERN,1.666669,3.166669,1.000002,0,0,0,5.83334,1,18,9,0.486111667,228.8260242
CA,31701,LOS ANGELES,ON,RESTAURANT,1.666667,0,0,0,0,0,1.666667,1,4,4,0.138888917,193.2959613
CA,65719,SAN JOSE,OFF,LIQUOR/PACKAGE STORE,1.666667,1.666667,1.666667,0,0,0,5.000001,1,3,3,0.41666675,215.4419569
CA,69998,HUNTINGTON BEACH,ON,RESTAURANT,1.500002,3.000002,1.333335,0,0,0,5.833339,1,15,10,0.486111583,225.9974947
CA,89052,MODESTO,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,0,1,4.333333,1,2,2,0.361111083,274.7538673
CA,56845,WATERFORD,OFF,SMALL GROCERY STORE,1.333333,1,1,0,0,0,3.333333,1,1,1,0.27777775,194.6400195
CA,50655,GOLETA,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0.166667,0.166667,0.166667,3.833334,1,1,1,0.3194445,237.443437
CA,89520,THOUSAND OAKS,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,0,0,3.333333,1,1,1,0.27777775,194.6400195
CA,15071,REDDING,OFF,LIQUOR/PACKAGE STORE,1.333333,2,0,0,0,0,3.333333,1,1,1,0.27777775,219.0000219
CA,30652,WOODLAND HILLS,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,40,0,43.333333,1,2,2,3.611111083,286.3569253
CA,59717,AZUSA,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,0,0,3.333333,1,1,1,0.27777775,194.6400195
CA,16185,SANTA BARBARA,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,0,0,3.333333,1,1,1,0.27777775,209.640021
CA,35870,DOWNEY,OFF,LIQUOR/PACKAGE STORE,1.333333,1,0,0,0,1,3.333333,1,1,1,0.27777775,314.0400314
CA,35000,MONTEBELLO,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,0,1,4.333333,1,1,1,0.361111083,286.2923297
CA,75002,VALLEJO,OFF,LIQUOR/PACKAGE STORE,1.333333,2,0,0,0,0,3.333333,1,1,1,0.27777775,178.8360179
CA,42296,HEMET,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,0,0,3.333333,1,1,1,0.27777775,209.640021
CA,91376,ALHAMBRA,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,0,0,3.333333,1,1,1,0.27777775,209.640021
CA,15870,FRESNO,OFF,LIQUOR/PACKAGE STORE,1.333333,2,0,0,0,0,3.333333,1,1,1,0.27777775,178.8360179
CA,69031,CHULA VISTA,OFF,LIQUOR/PACKAGE STORE,1.333333,1.333333,0.333333,0,0,0,2.999999,1,3,3,0.249999917,188.4567295
CA,85035,REDDING,OFF,CONVENIENCE/ GAS,1.333333,2,0,0,0,0,3.333333,1,1,1,0.27777775,219.0000219
CA,31009,NORTH HOLLYWOOD,OFF,SMALL GROCERY STORE,1.333333,1,1,0,0,0,3.333333,1,1,1,0.27777775,209.640021
CA,27341,GLENDALE,OFF,LIQUOR/PACKAGE STORE,1.333333,9,50.333333,0,0,0,60.666666,1,15,9,5.0555555,204.9946176
CA,10152,SCOTTS VALLEY,OFF,SUPERMARKET,1.333333,2,3,0,0,0,6.333333,1,4,4,0.52777775,209.3463268
CA,27557,SAN DIEGO,OFF,LIQUOR/PACKAGE STORE,1.333333,0.333333,0.333333,0.333333,0,0.333333,2.666665,1,3,3,0.222222083,244.3464027
CA,68801,SAN DIEGO,OFF,LIQUOR/PACKAGE STORE,1.333333,1,1,0,0,0,3.333333,1,1,1,0.27777775,209.640021
CA,42814,SAN FRANCISCO,ON,RESTAURANT,1.166667,1,1,0,0,0,3.166667,1,2,2,0.263888917,218.2105033
CA,91647,LOS ANGELES,OFF,LIQUOR/PACKAGE STORE,1.166667,0,0,0,0,0,1.166667,1,3,3,0.09722225,209.99994
CA,64506,GARDENA,OFF,LIQUOR/PACKAGE STORE,1,1,1,0,0,0,3,1,1,1,0.25,230.2666667
CA,76956,WOODLAND,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,93338,MARTINEZ,OFF,CONVENIENCE/ GAS,1,1,0,0,0,0,2,1,1,1,0.166666667,217.5
CA,99587,BURBANK,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,161.22
CA,64995,RIDGECREST,OFF,SMALL GROCERY STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,60070,SAN RAFAEL,OFF,SUPERMARKET,1,1,0,0,0,0,2,1,1,1,0.166666667,180
CA,77019,LOS GATOS,OFF,LIQUOR/PACKAGE STORE,1,1,1,0,0,0,3,1,1,1,0.25,218.6666667
CA,93559,SAN DIEGO,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,161.22
CA,95423,CORTE MADERA,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,11555,MODESTO,OFF,SUPERMARKET,1,1,0,0,0,0,2,1,1,1,0.166666667,171.6
CA,10153,LAGUNA BEACH,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,182.16
CA,22721,SAN DIEGO,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,69745,LOS ANGELES,OFF,LIQUOR/PACKAGE STORE,1,0,0,0,0,0,1,1,1,1,0.083333333,182.16
CA,54952,WOODLAND,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,58689,LOS ANGELES,OFF,LIQUOR/PACKAGE STORE,1,3,2,0,0,0,6,1,1,1,0.5,175.1733333
CA,38990,ROSEVILLE,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,16277,OCEANSIDE,OFF,CONVENIENCE/ GAS,1,1,1,0,0,0,3,1,1,1,0.25,230.2666667
CA,85546,TARZANA,ON,RECREATION/ ENTERTAINMENT,1,1,1,0,0,0,3,1,1,1,0.25,208.7266667
CA,79480,LOS ANGELES,ON,BAR/TAVERN,1,1,0,0,0,0,2,1,1,1,0.166666667,192.57
CA,72936,SAN DIEGO,OFF,CONVENIENCE/ GAS,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,70125,PARAMOUNT,OFF,CONVENIENCE/ GAS,1,1,1,1,3,2,9,1,3,3,0.75,327.0888889
CA,63009,CULVER CITY,OFF,LIQUOR/PACKAGE STORE,1,0,1,0,0,1,3,1,3,3,0.25,343.8066667
CA,35475,VENTURA,OFF,LIQUOR/PACKAGE STORE,1,1,1,1,1,2,7,1,2,2,0.583333333,357.2857143
CA,58266,SIGNAL HILL,OFF,LIQUOR/PACKAGE STORE,1,2,1,0,0,0,4,1,2,2,0.333333333,228.95
CA,69813,ATWATER,OFF,LIQUOR/PACKAGE STORE,1,1.333333,1,0,0,0,3.333333,1,1,1,0.27777775,185.4300185
CA,57038,RIPON,OFF,LIQUOR/PACKAGE STORE,1,0.333333,2,0,0,0,3.333333,1,1,1,0.27777775,193.8240194
CA,53129,EL DORADO HILLS,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,79197,DAVIS,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,10316,PALM DESERT,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,161.22
CA,31691,SAN DIEGO,OFF,SUPERMARKET,1,1,1,0,0,0,3,1,1,1,0.25,230.2666667
CA,76245,SHINGLE SPRINGS,OFF,SUPERMARKET,1,0,0,0,0,0,1,1,1,1,0.083333333,169.62
CA,90481,SELMA,OFF,LIQUOR/PACKAGE STORE,1,1,0,0,0,0,2,1,1,1,0.166666667,217.5
CA,13188,SAN FRANCISCO,ON,BAR/TAVERN,1,0.333333,0.333333,0,0,0.333333,1.999999,1,1,1,0.166666583,272.2151361
CA,11774,SAN DIMAS,OFF,LIQUOR/PACKAGE STORE,1,0,1,0,0,0,2,1,2,2,0.166666667,222.1
CA,43603,SAN DIEGO,OFF,LIQUOR/PACKAGE STORE,1,2,2,0,0,0,5,1,4,4,0.416666667,242.728
CA,94004,SAN DIEGO,ON,RESTAURANT,1,1,1,1,1,0,5,1,1,1,0.416666667,276.52
CA,15093,BERKELEY,ON,BAR/TAVERN,1,1,1,0,0,0,3,1,1,1,0.25,218.6666667
CA,49091,SAN FRANCISCO,OFF,LIQUOR/PACKAGE STORE,1,1,1,0,0,3,6,1,3,3,0.5,386.0333333
CA,77431,HANFORD,ON,BAR/TAVERN,0.833334,0.333334,0.166667,0,0,0,1.333335,1,2,2,0.11111125,160.1847998
CA,91550,LIVERMORE,ON,RESTAURANT,0.666668,0.333334,0.333334,0,0,0,1.333336,1,1,1,0.111111333,194.7446105
CA,59145,SAN FRANCISCO,OFF,LIQUOR/PACKAGE STORE,0.666667,0.666667,0.666667,0,0,0,2.000001,1,1,1,0.16666675,204.3298978
CA,31264,DUBLIN,ON,RESTAURANT,0.666667,0.500001,0.166667,0,0,0,1.333335,1,2,2,0.11111125,169.0347887
CA,85589,HANFORD,ON,RECREATION/ ENTERTAINMENT,0.666667,0.333334,0.166667,0,0.166667,0,1.333335,1,2,2,0.11111125,176.2647797
CA,45451,SIMI VALLEY,OFF,LIQUOR/PACKAGE STORE,0.666666,0.666666,0.666666,0,0,0,1.999998,1,2,2,0.1666665,204.8502049
CA,96854,DOWNEY,OFF,LIQUOR/PACKAGE STORE,0.666666,0.666666,0.666666,0,0,0,1.999998,1,2,1,0.1666665,204.3402043
CA,46195,PASADENA,ON,RESTAURANT,0.500001,0.333334,0.333334,0,0,0,1.166669,1,2,2,0.097222417,219.1367046
CA,58365,JOSHUA TREE,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,210
CA,99954,ROSEMEAD,OFF,LIQUOR/PACKAGE STORE,0.5,0.5,0,0,0,0,1,1,1,1,0.083333333,217.5
CA,69273,SANTA MARIA,OFF,SMALL GROCERY STORE,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,210
CA,69775,LEMOORE,ON,BAR/TAVERN,0.5,4.166667,0,0,0,1,5.666667,1,3,2,0.47222225,247.3993972
CA,31917,RIDGECREST,ON,RESTAURANT,0.5,0,0,0,0,0,0.5,1,2,2,0.041666667,210
CA,69693,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,91543,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,29355,SOQUEL,ON,BAR/TAVERN,0.333334,0.333333,0,0,0,0,0.666667,1,1,1,0.055555583,170.9999145
CA,47596,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,48357,CONCORD,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,41410,SALINAS,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,41967,SANTA CRUZ,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,10315,SAN DIEGO,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0.166667,0,0.833335,1,1,1,0.069444583,209.3995812
CA,51617,SAN DIEGO,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,182.2496355
CA,59024,LIVERMORE,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,29441,LOS ANGELES,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,54380,LOS ANGELES,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,77969,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,63210,FALLBROOK,ON,CONCESSIONAIRE,0.333334,0.166667,0.166667,0.166667,0,0,0.833335,1,1,1,0.069444583,203.3995932
CA,55507,WEST HOLLYWOOD,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,182.2496355
CA,10617,CARMEL BY THE SEA,ON,RESTAURANT,0.333334,0.666667,0,0.333333,0,0,1.333334,1,2,2,0.111111167,177.7724111
CA,13015,SANTA CRUZ,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,80889,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.333333,0,0,0,0,0.666667,1,1,1,0.055555583,170.9999145
CA,86227,SAN JOSE,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,86359,WALNUT CREEK,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,14365,WALNUT CREEK,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,53004,BONSALL,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0.166667,0,0,0.833335,1,1,1,0.069444583,203.3995932
CA,23347,PLEASANTON,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,182.2496355
CA,57253,BURBANK,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,35700,CASTRO VALLEY,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,182.2496355
CA,93412,PLEASANT HILL,ON,BAR/TAVERN,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,74389,SOUTH LAKE TAHOE,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,98086,MONTEREY,ON,HOTEL/ MOTEL,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,35290,ROSEVILLE,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,31782,SAN MATEO,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,67731,EL DORADO HILLS,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,35567,EL DORADO HILLS,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,84665,LIVERMORE,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,194.7446105
CA,17702,WALNUT CREEK,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,1,1,0.055555667,182.2496355
CA,48517,SOUTH LAKE TAHOE,ON,BAR/TAVERN,0.333334,0.333333,0,0,0,0,0.666667,1,1,1,0.055555583,170.9999145
CA,20210,WATSONVILLE,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,38076,MONTEBELLO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,60517,AZUSA,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,34621,MONTEBELLO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,44115,FRESNO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,93974,DANVILLE,ON,RESTAURANT,0.333333,0.333334,0,0,0,0,0.666667,1,1,1,0.055555583,143.3249283
CA,23459,WATSONVILLE,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,72790,SACRAMENTO,OFF,SMALL GROCERY STORE,0.333333,0.333333,0.333333,1,0,1,2.999999,1,1,1,0.249999917,354.9334516
CA,60281,PICO RIVERA,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,13532,CAMPBELL,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3302043
CA,88530,DOWNEY,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,44116,FRESNO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,217.5002175
CA,73823,PITTSBURG,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,210.00021
CA,41033,FRESNO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,23813,SOUTH EL MONTE,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,95102,FRESNO,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0.333333,0,0,0,0.666666,1,1,1,0.0555555,265.005265
CA,52986,MOUNT LAGUNA,ON,RESTAURANT,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,217.5002175
CA,22439,FRESNO,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,60774,FREEDOM,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,1.333333,0,0,0,1.999999,1,2,2,0.166666583,211.3401057
CA,26687,WATSONVILLE,OFF,CONVENIENCE/ GAS,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,39487,TURLOCK,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3302043
CA,44479,CLOVIS,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,52563,SANTA BARBARA,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0.166667,1.166666,1,1,1,0.097222167,252.5487157
CA,37774,HANFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,11348,SANTA MARIA,OFF,SMALL GROCERY STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,66603,SANTA BARBARA,OFF,SMALL GROCERY STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3302043
CA,21050,CANOGA PARK,OFF,LIQUOR/PACKAGE STORE,0.333333,3,0,0,0,0,3.333333,1,1,1,0.27777775,185.0820185
CA,38213,TUSTIN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,205.3702054
CA,66777,SAN PEDRO,OFF,SMALL GROCERY STORE,0.333333,0.333333,0.333333,0,0,0,0.999999,1,1,1,0.08333325,204.3402043
CA,15496,SAN DIEGO,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,60771,SAN FRANCISCO,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,92348,CHULA VISTA,ON,BAR/TAVERN,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,251.6594967
CA,77082,REDWOOD CITY,ON,RESTAURANT,0.166667,0.5,0,0,0,0,0.666667,1,1,1,0.055555583,174.7499126
CA,51051,LOS ANGELES,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,34349,SACRAMENTO,ON,RESTAURANT,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,251.6594967
CA,89256,SAN FRANCISCO,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,77576,LOS ANGELES,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,83983,LOS ANGELES,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,14349,CULVER CITY,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,42731,WEST HOLLYWOOD,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,217.499565
CA,79373,SAN PEDRO,ON,RESTAURANT,0.166667,0.166667,0.166667,0,0,0,0.500001,1,2,2,0.04166675,251.6594967
CA,53537,LOS ANGELES,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,21308,CARDIFF BY THE SEA,OFF,CONVENIENCE/ GAS,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,40748,PASO ROBLES,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,234.99953
CA,61891,LOS ANGELES,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,217.499565
CA,52291,BURBANK,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,217.499565
CA,13151,SAN DIEGO,OFF,CONVENIENCE/ GAS,0.166667,1,0,0,0,0,1.166667,1,2,2,0.09722225,222.8570792
CA,74970,SAN FRANCISCO,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,44984,LONG BEACH,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,41405,MOUNTAIN VIEW,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,209.99958
CA,29898,LOS ANGELES,ON,BAR/TAVERN,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,217.499565
CA,46053,YUBA CITY,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,217.499565
CA,10695,SALINAS,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,251.6594967
CA,43066,OXNARD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,234.99953
CA,83194,PORT HUENEME,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,205.3595893
